TIPO_REC,P001,P002,P003,P007X,P008,NPRIN,P042_01,P042_03,P042_04,P043,P044_01
06,01,03,06,00502,0076,3630288,2,6,2108,2,0.13
06,01,03,06,00502,0076,3630288,3,7,2344,2,0.12
06,01,03,06,00502,0076,3630288,4,8,2315,2,0.13
06,01,03,06,00502,0077,3630285,1,4,2503,2,0.25
06,01,03,06,00502,0079,3630297,1,6,2620,2,0.25
06,01,03,06,00502,0080,3630295,1,4,2614,2,0.15
06,01,03,06,00502,0081,3630306,1,8,2107,2,0.12
06,01,03,06,00502,0082,3630294,1,8,2505,2,0.75
06,01,03,06,00502,0083,3630293,1,3,2503,2,0.25
06,01,03,06,00502,0084,3630303,1,2,2319,2,0.25
06,01,03,06,00502,0085,3630281,1,4,2614,2,0.5
06,01,03,06,00502,0086,3630300,1,10,2343,2,10.0
06,01,03,06,00502,0086,3630300,2,6,2612,2,5.0
06,01,03,06,00502,0087,3630292,1,5,2620,2,0.25
06,01,03,06,00502,0088,3630296,1,6,2107,2,0.25
06,01,03,06,00502,0091,3630066,1,5,2113,2,0.5
06,01,03,06,00502,0091,3630066,2,5,2614,2,0.04
06,01,03,06,00502,0092,3630074,1,8,2345,2,1.0
06,01,03,06,00502,0093,3630317,1,4,2108,2,0.25
06,01,03,06,00502,0095,3630072,1,6,2620,2,1.0
06,01,03,06,00502,0096,3630284,1,3,2108,2,0.25
06,01,03,06,00502,0097,3630283,1,4,2503,2,0.25
06,01,03,06,00502,0098,3630298,1,4,2108,2,0.75
06,01,03,06,00502,0099,3630330,1,4,2108,2,0.25
06,01,03,06,00502,0100,3630339,1,6,2620,2,0.25
06,01,03,06,00502,0101,3630338,1,4,2620,2,0.25
06,01,03,06,00502,0102,3630337,1,5,2620,2,0.25
06,01,03,06,00502,0104,3630327,1,5,2620,2,0.2
06,01,03,06,00502,0105,3630328,1,6,2503,2,0.25
06,01,03,06,00502,0106,3630329,1,4,2614,2,0.5
06,01,03,06,00502,0107,3630308,1,5,2108,2,0.25
06,01,03,06,00502,0108,3630331,1,4,2614,2,0.5
06,01,03,06,00502,0109,3630333,1,5,2503,2,0.5
06,01,03,06,00502,0110,3630334,1,4,2620,2,0.15
06,01,03,06,00502,0111,3630332,1,7,2319,2,0.25
06,01,03,06,00502,0112,3630318,1,7,2319,2,0.05
06,01,03,06,00502,0113,3630320,1,4,2620,2,0.75
06,01,03,06,00502,0115,3630335,1,3,2614,2,0.25
06,01,03,06,00502,0116,3630322,1,6,2503,2,0.25
06,01,03,06,00502,0116,3630322,2,4,2614,2,0.5
06,01,03,06,00502,0117,3630321,1,6,2620,2,0.15
06,01,03,06,00502,0118,3630326,1,4,2108,2,0.25
06,01,03,06,00502,0119,3630336,1,8,2503,2,0.25
06,01,03,06,00502,0120,3630324,1,5,2620,2,0.15
06,01,03,06,00502,0121,3630325,1,6,2342,2,0.25
06,01,03,06,00502,0121,3630325,2,5,2503,2,0.2
06,01,03,06,00502,0122,3630165,1,4,2345,2,0.5
06,01,03,06,00502,0124,3630161,1,4,2319,2,0.15
06,01,03,06,00502,0125,3630164,1,5,2503,2,0.25
06,01,03,06,00502,0126,3630162,1,4,2503,2,0.25
06,01,03,06,00502,0127,3630178,1,5,2501,2,0.5
06,01,03,06,00502,0128,2602276,1,4,2614,2,0.25
06,01,03,06,00502,0132,3630180,1,4,2319,2,0.15
06,01,03,06,00502,0134,2602272,1,2,2603,2,0.25
06,01,03,06,00502,0135,3630170,1,3,2808,2,0.25
06,01,03,06,00502,0135,3630170,2,6,2108,2,0.5
06,01,03,06,00601,0001,2602336,1,8,2108,2,0.1
06,01,03,06,00601,0002,2811539,1,6,2109,2,0.1
06,01,03,06,00601,0004,2811537,1,3,2109,2,0.25
06,01,03,06,00601,0006,3630350,1,5,2344,2,0.25
06,01,03,06,00601,0008,2811533,1,11,2319,2,0.25
06,01,03,06,00601,0009,2811532,1,7,2614,2,0.5
06,01,03,06,00601,0010,2811531,1,5,2107,2,0.25
06,01,03,06,00601,0010,2811531,2,8,2319,2,0.3
06,01,03,06,00601,0010,2811531,3,6,2614,2,0.25
06,01,03,06,00601,0012,3630360,1,5,2107,2,0.5
06,01,03,06,00601,0012,3630360,2,4,2501,2,0.25
06,01,03,06,00601,0013,2811528,1,1,2612,2,0.5
06,01,03,06,00601,0013,2811528,2,7,2109,2,0.25
06,01,03,06,00601,0014,2811527,1,3,2401,2,0.25
06,01,03,06,00601,0014,2811527,2,11,2343,2,0.5
06,01,03,06,00601,0014,2811527,3,8,2614,2,0.25
06,01,03,06,00601,0016,2811525,1,6,2612,2,0.5
06,01,03,06,00601,0016,2811525,2,8,2344,2,0.5
06,01,03,06,00601,0017,2811523,1,11,2401,2,0.5
06,01,03,06,00601,0017,2811523,2,11,2614,2,0.5
06,01,03,06,00601,0018,2811524,1,7,2109,2,0.5
06,01,03,06,00601,0019,2811522,1,2,2107,2,0.25
06,01,03,06,00601,0019,2811522,2,8,2107,2,0.1
06,01,03,06,00601,0020,2811460,1,3,2614,2,0.25
06,01,03,06,00601,0020,2811460,2,4,2319,2,0.2
06,01,03,06,00601,0021,2811521,1,3,2614,2,0.5
06,01,03,06,00601,0023,3630349,1,4,2614,2,0.25
06,01,03,06,00601,0023,3630349,2,4,2343,2,0.25
06,01,03,06,00601,0024,2811459,1,12,2503,2,0.5
06,01,03,06,00601,0024,2811459,2,7,2503,2,0.75
06,01,03,06,00601,0027,2811442,1,6,2109,2,0.25
06,01,03,06,00601,0028,2811441,1,7,2344,2,0.15
06,01,03,06,00601,0028,2811441,2,7,2614,2,0.75
06,01,03,06,00601,0030,2811448,1,12,2344,2,1.0
06,01,03,06,00601,0030,2811448,2,6,2614,2,1.0
06,01,03,06,00601,0031,2811451,1,2,2614,2,0.25
06,01,03,06,00601,0033,2811453,1,11,2614,2,0.5
06,01,03,06,00601,0034,2811457,1,9,2614,2,0.5
06,01,03,06,00601,0034,2811457,2,3,2109,2,0.5
06,01,03,06,00601,0035,2811458,1,3,2344,2,0.5
06,01,03,06,00601,0035,2811458,2,6,2107,2,0.5
06,01,03,06,00601,0036,2811443,1,4,2343,2,0.25
06,01,03,06,00601,0037,2811462,1,5,2611,2,0.5
06,01,03,06,00601,0038,2811461,1,5,2611,2,0.25
06,01,03,06,00601,0039,2811473,1,6,2344,2,0.5
06,01,03,06,00601,0039,2811473,2,5,2614,2,0.5
06,01,03,06,00601,0040,2811472,1,3,2611,2,0.5
06,01,03,06,00601,0040,2811472,2,8,2107,2,0.25
06,01,03,06,00601,0042,2811474,1,1,2614,2,0.5
06,01,03,06,00601,0043,2811475,1,1,2614,2,1.0
06,01,03,06,00601,0043,2811475,2,4,2344,2,0.25
06,01,03,06,00601,0043,2811475,3,3,2107,2,0.75
06,01,03,06,00601,0044,2811480,1,1,2614,2,0.25
06,01,03,06,00601,0045,2811476,1,3,2614,2,1.0
06,01,03,06,00601,0045,2811476,2,4,2611,2,5.0
06,01,03,06,00601,0046,2811467,1,8,2107,2,0.5
06,01,03,06,00601,0048,2811477,1,5,2614,2,1.5
06,01,03,06,00601,0048,2811477,2,7,2107,2,0.25
06,01,03,06,00601,0050,2811479,1,2,2344,2,0.15
06,01,03,06,00601,0050,2811479,2,11,2614,2,0.15
06,01,03,06,00601,0051,2811493,1,7,2344,2,0.25
06,01,03,06,00601,0051,2811493,2,8,2614,2,0.5
06,01,03,06,00601,0051,2811493,3,4,2611,2,0.5
06,01,03,06,00601,0052,2811492,1,8,2612,2,0.5
06,01,03,06,00601,0054,2811464,1,7,2614,2,0.5
06,01,03,06,00601,0054,2811464,2,6,2505,2,0.25
06,01,03,06,00601,0056,2811518,1,3,2614,2,0.5
06,01,03,06,00601,0056,2811518,2,4,2406,2,0.25
06,01,03,06,00601,0057,2811520,1,5,2401,2,0.5
06,01,03,06,00601,0057,2811520,2,4,2109,2,0.5
06,01,03,06,00601,0058,2811519,1,5,2310,2,0.1
06,01,03,06,00601,0058,2811519,2,6,2343,2,0.25
06,01,03,06,00601,0058,2811519,3,6,2501,2,0.25
06,01,03,06,00601,0059,2811491,1,11,2344,2,0.5
06,01,03,06,00601,0059,2811491,2,1,2614,2,0.5
06,01,03,06,00601,0060,2811494,1,6,2401,2,0.25
06,01,03,06,00601,0062,2811496,1,6,2344,2,0.25
06,01,03,06,00601,0063,2811463,1,3,2614,2,0.25
06,01,03,06,00601,0063,2811463,2,3,2611,2,0.5
06,01,03,06,00601,0065,2811495,1,8,2611,2,0.25
06,01,03,06,00601,0065,2811495,2,8,2614,2,0.5
06,01,03,06,00601,0066,2811515,1,4,2344,2,0.25
06,01,03,06,00601,0066,2811515,2,3,2611,2,0.5
06,01,03,06,00601,0066,2811515,3,3,2614,2,0.25
06,01,03,06,00601,0070,2811490,1,5,2614,2,0.5
06,01,03,06,00601,0074,2811487,1,7,2108,2,1.0
06,01,03,06,00601,0074,2811487,2,3,2614,2,1.0
06,01,03,06,00601,0075,2811484,1,8,2611,2,0.25
06,01,03,06,00601,0076,2811498,1,2,2614,2,0.5
06,01,03,06,00601,0076,2811498,2,4,2109,2,0.5
06,01,03,06,00601,0078,2811502,1,3,2614,2,0.5
06,01,03,06,00601,0078,2811502,2,1,2602,2,0.5
06,01,03,06,00601,0079,2811514,1,5,2344,2,0.25
06,01,03,06,00601,0079,2811514,2,8,2611,2,0.25
06,01,03,06,00601,0079,2811514,3,7,2614,2,0.5
06,01,03,06,00601,0080,2811483,1,7,2109,2,0.25
06,01,03,06,00601,0080,2811483,2,5,2501,2,0.25
06,01,03,06,00601,0081,2811503,1,12,2614,2,0.25
06,01,03,06,00601,0081,2811503,2,12,2343,2,0.25
06,01,03,06,00601,0082,2811497,1,8,2109,2,0.25
06,01,03,06,00601,0085,2811501,1,7,2109,2,0.5
06,01,03,06,00601,0086,2811481,1,7,2614,2,1.0
06,01,03,06,00601,0086,2811481,2,12,2344,2,0.5
06,01,03,06,00601,0087,2811505,1,6,2614,2,0.25
06,01,03,06,00601,0087,2811505,2,7,2611,2,0.25
06,01,03,06,00601,0087,2811505,3,3,2602,2,0.25
06,01,03,06,00601,0089,2811504,1,4,2614,2,0.5
06,01,03,06,00601,0089,2811504,2,5,2344,2,0.5
06,01,03,06,00601,0091,2811506,1,6,2614,2,1.0
06,01,03,06,00601,0091,2811506,2,7,2614,2,1.0
06,01,03,06,00601,0092,2811507,1,8,2614,2,0.25
06,01,03,06,00601,0093,2811509,1,7,2344,2,0.25
06,01,03,06,00601,0093,2811509,2,12,2602,2,0.5
06,01,03,06,00601,0094,2811510,1,1,2503,2,1.5
06,01,03,06,00601,0094,2811510,2,7,2611,2,0.25
06,01,03,06,00601,0094,2811510,3,6,2343,2,0.25
06,01,03,06,00601,0094,2811510,4,2,2602,2,0.25
06,01,03,06,00601,0094,2811510,5,6,2109,2,0.5
06,01,03,06,00601,0094,2811510,6,7,2501,2,0.25
06,01,03,06,00602,0001,2602335,1,9,2611,2,0.25
06,01,03,06,00602,0001,2602335,2,6,2107,2,0.25
06,01,03,06,00602,0002,2602259,1,3,2501,2,0.25
06,01,03,06,00602,0003,2602256,1,9,2614,2,1.0
06,01,03,06,00602,0003,2602256,2,5,2344,2,0.5
06,01,03,06,00602,0004,2602334,1,8,2614,2,1.0
06,01,03,06,00602,0004,2602334,2,5,2612,2,0.5
06,01,03,06,00602,0004,2602334,3,9,2319,2,0.25
06,01,03,06,00602,0005,2602251,1,7,2107,2,0.25
06,01,03,06,00602,0005,2602251,2,9,2602,2,0.13
06,01,03,06,00602,0005,2602251,3,12,2205,2,0.1
06,01,03,06,00602,0006,2811511,1,5,2614,2,0.25
06,01,03,06,00602,0008,2602323,1,2,2344,2,0.25
06,01,03,06,00602,0008,2602323,2,7,2612,2,0.25
06,01,03,06,00602,0008,2602323,3,6,2611,2,0.25
06,01,03,06,00602,0008,2602323,4,9,2609,2,0.13
06,01,03,06,00602,0008,2602323,5,11,2501,2,0.25
06,01,03,06,00602,0009,2602329,1,8,2614,2,0.25
06,01,03,06,00602,0010,2602327,1,5,2614,2,0.5
06,01,03,06,00602,0010,2602327,2,9,2337,2,0.25
06,01,03,06,00602,0010,2602327,3,9,2503,2,0.25
06,01,03,06,00602,0010,2602327,4,7,2344,2,0.5
06,01,03,06,00602,0010,2602327,5,3,2609,2,0.13
06,01,03,06,00602,0010,2602327,6,6,2310,2,0.25
06,01,03,06,00602,0010,2602327,7,8,2108,2,0.25
06,01,03,06,00602,0011,2602325,1,9,2344,2,0.25
06,01,03,06,00602,0011,2602325,2,7,2614,2,0.25
06,01,03,06,00602,0011,2602325,3,6,2319,2,0.25
06,01,03,06,00602,0011,2602325,4,3,2108,2,0.25
06,01,03,06,00602,0012,2602324,1,3,2501,2,0.25
06,01,03,06,00602,0012,2602324,2,5,2108,2,0.5
06,01,03,06,00602,0012,2602324,3,5,2344,2,0.25
06,01,03,06,00602,0012,2602324,4,4,2337,2,0.25
06,01,03,06,00602,0013,2602243,1,3,2107,2,0.1
06,01,03,06,00602,0013,2602243,2,6,2344,2,0.1
06,01,03,06,00602,0013,2602243,3,8,2203,2,0.1
06,01,03,06,00602,0013,2602243,4,9,2337,2,0.1
06,01,03,06,00602,0013,2602243,5,9,2321,2,0.1
06,01,03,06,00602,0014,2602244,1,10,2344,2,2.0
06,01,03,06,00602,0014,2602244,2,9,2614,2,1.0
06,01,03,06,00602,0016,2602246,1,6,2501,2,0.1
06,01,03,06,00602,0016,2602246,2,7,2611,2,0.13
06,01,03,06,00602,0016,2602246,3,9,2614,2,0.1
06,01,03,06,00602,0016,2602246,4,9,2344,2,0.25
06,01,03,06,00602,0016,2602246,5,10,2505,2,0.12
06,01,03,06,00602,0016,2602246,6,7,2612,2,0.1
06,01,03,06,00602,0016,2602246,7,8,2319,2,0.1
06,01,03,06,00602,0017,2602245,1,6,2343,2,1.75
06,01,03,06,00602,0017,2602245,2,6,2614,2,0.25
06,01,03,06,00602,0018,2602253,1,8,2611,2,1.0
06,01,03,06,00602,0018,2602253,2,11,2609,2,1.0
06,01,03,06,00602,0019,2602380,1,5,2344,2,0.25
06,01,03,06,00602,0019,2602380,2,7,2614,2,0.25
06,01,03,06,00602,0022,2602377,1,6,2611,2,0.75
06,01,03,06,00602,0023,2602376,1,3,2501,2,0.13
06,01,03,06,00602,0023,2602376,2,9,2611,2,0.25
06,01,03,06,00602,0023,2602376,3,9,2614,2,0.75
06,01,03,06,00602,0023,2602376,4,3,2319,2,0.12
06,01,03,06,00602,0024,2602375,1,6,2614,2,0.75
06,01,03,06,00602,0024,2602375,2,4,2505,2,0.25
06,01,03,06,00602,0024,2602375,3,7,2611,2,0.5
06,01,03,06,00602,0024,2602375,4,6,2108,2,0.75
06,01,03,06,00602,0024,2602375,5,9,2501,2,0.25
06,01,03,06,00602,0024,2602375,6,4,2344,2,0.5
06,01,03,06,00602,0025,2602371,1,5,2614,2,1.0
06,01,03,06,00602,0026,2602332,1,7,2344,2,0.5
06,01,03,06,00602,0026,2602332,2,6,2614,2,0.13
06,01,03,06,00602,0026,2602332,3,7,2501,2,0.12
06,01,03,06,00602,0027,2602330,1,8,2611,2,1.0
06,01,03,06,00602,0027,2602330,2,10,2344,2,0.75
06,01,03,06,00602,0028,2602366,1,8,2611,2,1.0
06,01,03,06,00602,0028,2602366,2,10,2612,2,1.0
06,01,03,06,00602,0028,2602366,3,9,2344,2,1.0
06,01,03,06,00602,0028,2602366,4,8,2614,2,1.0
06,01,03,06,00602,0029,2602331,1,8,2611,2,0.25
06,01,03,06,00602,0029,2602331,2,5,2501,2,0.25
06,01,03,06,00602,0030,2602367,1,2,2319,2,0.25
06,01,03,06,00602,0031,2602365,1,7,2614,2,1.0
06,01,03,06,00602,0031,2602365,2,6,2611,2,1.0
06,01,03,06,00602,0032,2602369,1,4,2319,2,0.12
06,01,03,06,00602,0032,2602369,2,8,2611,2,1.25
06,01,03,06,00602,0032,2602369,3,6,2614,2,0.25
06,01,03,06,00602,0032,2602369,4,6,2505,2,0.13
06,01,03,06,00602,0033,2602364,1,6,2108,2,0.25
06,01,03,06,00602,0033,2602364,2,9,2614,2,0.75
06,01,03,06,00602,0033,2602364,3,10,2344,2,0.75
06,01,03,06,00602,0034,2602368,1,9,2611,2,0.5
06,01,03,06,00602,0034,2602368,2,5,2501,2,0.12
06,01,03,06,00602,0034,2602368,3,3,2319,2,0.13
06,01,03,06,00602,0034,2602368,4,6,2344,2,0.5
06,01,03,06,00602,0034,2602368,5,6,2505,2,0.25
06,01,03,06,00602,0035,2602370,1,8,2611,2,0.5
06,01,03,06,00602,0036,2602361,1,5,2501,2,0.5
06,01,03,06,00602,0036,2602361,2,7,2614,2,0.5
06,01,03,06,00602,0036,2602361,3,11,2344,2,0.5
06,01,03,06,00602,0036,2602361,4,6,2505,2,0.5
06,01,03,06,00602,0037,2602362,1,7,2611,2,0.13
06,01,03,06,00602,0037,2602362,2,5,2108,2,0.12
06,01,03,06,00602,0038,2602363,1,4,2108,2,0.25
06,01,03,06,00602,0038,2602363,2,8,2614,2,0.25
06,01,03,06,00602,0039,2740803,1,9,2344,2,0.5
06,01,03,06,00602,0039,2740803,2,7,2611,2,0.5
06,01,03,06,00602,0039,2740803,3,9,2614,2,0.5
06,01,03,06,00602,0040,2740804,1,9,2344,2,1.0
06,01,03,06,00602,0040,2740804,2,4,2614,2,0.5
06,01,03,06,00602,0040,2740804,3,4,2501,2,0.5
06,01,03,06,00602,0040,2740804,4,10,2337,2,0.25
06,01,03,06,00602,0041,2740802,1,9,2344,2,0.25
06,01,03,06,00602,0041,2740802,2,5,2614,2,0.5
06,01,03,06,00602,0041,2740802,3,5,2501,2,0.25
06,01,03,06,00602,0041,2740802,4,5,2108,2,0.25
06,01,03,06,00602,0042,2740801,1,6,2614,2,0.13
06,01,03,06,00602,0042,2740801,2,6,2611,2,0.12
06,01,03,06,00602,0042,2740801,3,7,2344,2,0.25
06,01,03,06,00602,0042,2740801,4,6,2501,2,0.25
06,01,03,06,00602,0042,2740801,5,5,2505,2,0.25
06,01,03,06,00602,0042,2740801,6,2,2108,2,0.25
06,01,03,06,00602,0044,2740819,1,6,2501,2,0.25
06,01,03,06,00602,0044,2740819,2,5,2611,2,0.25
06,01,03,06,00602,0044,2740819,3,5,2614,2,0.5
06,01,03,06,00602,0044,2740819,4,6,2344,2,0.5
06,01,03,06,00602,0044,2740819,5,5,2612,2,0.75
06,01,03,06,00602,0045,2740805,1,5,2614,2,0.12
06,01,03,06,00602,0045,2740805,2,5,2612,2,0.13
06,01,03,06,00602,0045,2740805,3,5,2612,2,0.12
06,01,03,06,00602,0045,2740805,4,5,2344,2,0.13
06,01,03,06,00602,0046,2811415,1,8,2609,2,0.25
06,01,03,06,00602,0046,2811415,2,6,2611,2,0.25
06,01,03,06,00602,0047,2811420,1,3,2108,2,0.25
06,01,03,06,00602,0047,2811420,2,8,2338,2,0.13
06,01,03,06,00602,0048,2811417,1,5,2501,2,0.25
06,01,03,06,00602,0048,2811417,2,3,2614,2,0.25
06,01,03,06,00602,0048,2811417,3,5,2344,2,0.25
06,01,03,06,00602,0048,2811417,4,5,2310,2,0.25
06,01,03,06,00602,0048,2811417,5,6,2319,2,0.25
06,01,03,06,00602,0049,2811416,1,3,2612,2,1.0
06,01,03,06,00602,0049,2811416,2,8,2609,2,0.5
06,01,03,06,00602,0049,2811416,3,3,2611,2,1.0
06,01,03,06,00602,0050,2811419,1,8,2614,2,0.5
06,01,03,06,00602,0050,2811419,2,11,2609,2,0.5
06,01,03,06,00602,0051,2740808,1,8,2344,2,0.5
06,01,03,06,00602,0051,2740808,2,2,2338,2,0.13
06,01,03,06,00602,0051,2740808,3,5,2614,2,0.25
06,01,03,06,00602,0051,2740808,4,9,2319,2,0.25
06,01,03,06,00602,0051,2740808,5,6,2505,2,0.12
06,01,03,06,00602,0052,2740809,1,10,2344,2,0.5
06,01,03,06,00602,0052,2740809,2,9,2501,2,0.25
06,01,03,06,00602,0052,2740809,3,5,2319,2,0.25
06,01,03,06,00602,0052,2740809,4,4,2611,2,0.5
06,01,03,06,00602,0053,2602789,1,8,2108,2,0.12
06,01,03,06,00602,0053,2602789,2,9,2337,2,0.13
06,01,03,06,00602,0053,2602789,3,8,2614,2,0.75
06,01,03,06,00602,0053,2602789,4,8,2319,2,0.12
06,01,03,06,00602,0053,2602789,5,5,2501,2,0.13
06,01,03,06,00602,0053,2602789,6,9,2344,2,0.75
06,01,03,06,00602,0054,2602328,1,6,2344,2,0.25
06,01,03,06,00602,0054,2602328,2,3,2108,2,0.25
06,01,03,06,00602,0055,2740811,1,8,2344,2,0.5
06,01,03,06,00602,0055,2740811,2,2,2108,2,0.5
06,01,03,06,00602,0056,2740817,1,7,2344,2,0.5
06,01,03,06,00602,0056,2740817,2,7,2614,2,0.5
06,01,03,06,00602,0057,2740810,1,8,2344,2,0.25
06,01,03,06,00602,0057,2740810,2,3,2108,2,0.25
06,01,03,06,00602,0058,2740814,1,10,2344,2,0.75
06,01,03,06,00602,0058,2740814,2,2,2108,2,0.5
06,01,03,06,00602,0058,2740814,3,5,2614,2,0.5
06,01,03,06,00602,0058,2740814,4,7,2505,2,0.25
06,01,03,06,00602,0059,2811414,1,3,2609,2,0.25
06,01,03,06,00602,0059,2811414,2,5,2344,2,0.5
06,01,03,06,00602,0059,2811414,3,6,2614,2,0.25
06,01,03,06,00602,0060,2811413,1,3,2108,2,0.25
06,01,03,06,00602,0060,2811413,2,8,2611,2,0.25
06,01,03,06,00602,0061,2740818,1,8,2344,2,0.25
06,01,03,06,00602,0061,2740818,2,9,2614,2,0.25
06,01,03,06,00602,0061,2740818,3,6,2108,2,0.25
06,01,03,06,00602,0062,2740813,1,4,2310,2,0.25
06,01,03,06,00602,0062,2740813,2,9,2319,2,0.25
06,01,03,06,00602,0062,2740813,3,12,2344,2,1.0
06,01,03,06,00602,0063,2602326,1,6,2108,2,0.5
06,01,03,06,00602,0063,2602326,2,7,2614,2,0.5
06,01,03,06,00602,0063,2602326,3,9,2612,2,0.5
06,01,03,06,00602,0063,2602326,4,10,2319,2,0.5
06,01,03,06,00602,0063,2602326,5,7,2344,2,0.25
06,01,03,06,00602,0063,2602326,6,6,2501,2,0.5
06,01,03,06,00602,0064,2740816,1,9,2614,2,0.5
06,01,03,06,00602,0064,2740816,2,7,2344,2,0.25
06,01,03,06,00602,0065,2602337,1,2,2108,2,0.5
06,01,03,06,00602,0065,2602337,2,3,2501,2,0.25
06,01,03,06,00602,0065,2602337,3,5,2614,2,0.25
06,01,03,06,00602,0066,2602338,1,8,2614,2,0.5
06,01,03,06,00602,0066,2602338,2,9,2612,2,1.0
06,01,03,06,00602,0067,2811412,1,10,2611,2,0.25
06,01,03,06,00602,0068,2811406,1,6,2609,2,0.25
06,01,03,06,00602,0068,2811406,2,5,2614,2,0.5
06,01,03,06,00602,0069,2811407,1,8,2609,2,0.25
06,01,03,06,00602,0069,2811407,2,3,2612,2,0.5
06,01,03,06,00602,0070,2811408,1,6,2612,2,1.0
06,01,03,06,00602,0070,2811408,2,10,2611,2,1.0
06,01,03,06,00602,0071,2602695,1,4,2501,2,0.13
06,01,03,06,00602,0071,2602695,2,3,2344,2,0.25
06,01,03,06,00602,0072,2811411,1,7,2614,2,0.25
06,01,03,06,00602,0072,2811411,2,9,2501,2,0.25
06,01,03,06,00602,0072,2811411,3,11,2319,2,0.25
06,01,03,06,00602,0073,2602258,1,6,2344,2,0.5
06,01,03,06,00602,0073,2602258,2,9,2609,2,0.25
06,01,03,06,00602,0073,2602258,3,8,2319,2,0.5
06,01,03,06,00602,0073,2602258,4,7,2614,2,1.0
06,01,03,06,00602,0074,2602681,1,7,2614,2,1.0
06,01,03,06,00602,0074,2602681,2,6,2501,2,0.25
06,01,03,06,00602,0075,2602682,1,6,2344,2,0.5
06,01,03,06,00602,0075,2602682,2,8,2614,2,0.5
06,01,03,06,00602,0076,2811403,1,6,2108,2,0.25
06,01,03,06,00602,0077,2602273,1,9,2611,2,0.25
06,01,03,06,00602,0078,2602700,1,3,2108,2,0.25
06,01,03,06,00602,0079,2602684,1,7,2614,2,0.25
06,01,03,06,00602,0079,2602684,2,8,2319,2,0.5
06,01,03,06,00602,0080,2811418,1,6,2614,2,0.25
06,01,03,06,00602,0080,2811418,2,3,2609,2,0.25
06,01,03,06,00602,0080,2811418,3,8,2401,2,0.25
06,01,03,06,00602,0081,2811404,1,3,2609,2,0.25
06,01,03,06,00602,0081,2811404,2,9,2614,2,0.5
06,01,03,06,00602,0082,2602685,1,5,2614,2,0.5
06,01,03,06,00602,0082,2602685,2,2,2609,2,0.25
06,01,03,06,00602,0082,2602685,3,6,2505,2,0.25
06,01,03,06,00602,0083,2602687,1,7,2401,2,0.25
06,01,03,06,00602,0083,2602687,2,8,2344,2,0.5
06,01,03,06,00602,0083,2602687,3,9,2612,2,0.5
06,01,03,06,00602,0085,2602683,1,6,2501,2,0.5
06,01,03,06,00602,0085,2602683,2,3,2108,2,0.5
06,01,03,06,00602,0086,2602699,1,9,2108,2,0.5
06,01,03,06,00602,0087,2602698,1,7,2612,2,0.5
06,01,03,06,00602,0088,2602697,1,8,2611,2,0.25
06,01,03,06,00602,0088,2602697,2,9,2609,2,0.25
06,01,03,06,00602,0089,2811405,1,4,2614,2,0.25
06,01,03,06,00602,0090,2811409,1,3,2614,2,0.25
06,01,03,06,00602,0090,2811409,2,5,2344,2,0.25
06,01,03,06,00602,0091,3630359,1,8,2108,2,0.25
06,01,03,06,00602,0091,3630359,2,6,2614,2,0.25
06,01,03,06,00602,0092,2602693,1,5,2501,2,1.0
06,01,03,06,00602,0092,2602693,2,5,2614,2,0.25
06,01,03,06,00602,0093,3630358,1,10,2612,2,0.13
06,01,03,06,00602,0093,3630358,2,9,2344,2,0.12
06,01,03,06,00602,0094,2602688,1,7,2108,2,0.1
06,01,03,06,00602,0094,2602688,2,10,2344,2,0.15
06,01,03,06,00602,0095,2602694,1,3,2612,2,0.25
06,01,03,06,00602,0095,2602694,2,9,2310,2,0.13
06,01,03,06,00602,0096,3630120,1,6,2611,2,0.5
06,01,03,06,00602,0097,3630357,1,9,2614,2,0.5
06,01,03,06,00602,0099,2602696,1,9,2344,2,0.25
06,01,03,06,00602,0099,2602696,2,6,2614,2,0.5
06,01,03,06,00602,0100,2602692,1,6,2614,2,0.5
06,01,03,06,00602,0100,2602692,2,4,2108,2,0.25
06,01,03,06,00602,0101,2602691,1,4,2406,2,0.25
06,01,03,06,00602,0101,2602691,2,7,2614,2,0.25
06,01,03,06,00602,0102,3630118,1,5,2614,2,1.0
06,01,03,06,00602,0102,3630118,2,3,2319,2,0.25
06,01,03,06,00602,0103,2602689,1,6,2614,2,0.5
06,01,03,06,00602,0104,3630119,1,6,2614,2,0.5
06,01,03,06,00602,0105,3630112,1,3,2501,2,0.25
06,01,03,06,00602,0106,3630117,1,3,2108,2,0.5
06,01,03,06,00602,0107,3630113,1,6,2611,2,0.25
06,01,03,06,00602,0107,3630113,2,3,2609,2,0.13
06,01,03,06,00602,0107,3630113,3,7,2344,2,0.5
06,01,03,06,00602,0108,3630101,1,7,2401,2,0.25
06,01,03,06,00602,0108,3630101,2,5,2611,2,0.25
06,01,03,06,00602,0109,3630115,1,4,2503,2,0.25
06,01,03,06,00602,0110,3630102,1,6,2319,2,0.25
06,01,03,06,00602,0110,3630102,2,3,2108,2,0.5
06,01,03,06,00602,0111,3630114,1,6,2614,2,0.25
06,01,03,06,00602,0111,3630114,2,3,2108,2,0.25
06,01,03,06,00602,0112,3630116,1,6,2614,2,0.5
06,01,03,06,00602,0112,3630116,2,3,2401,2,0.13
06,01,03,06,00602,0113,3630111,1,5,2614,2,0.5
06,01,03,06,00602,0113,3630111,2,3,2611,2,0.5
