TIPO_REC,P001,P002,P003,P007X,P008,NPRIN,P117_01,P117_02,P117_03,P117_04,P117_05,P117_06,P118,P119,P120_01,P120_02,P121,P121_01
11,01,02,03,00202,0023,3201971,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0024,3201943,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0025,3201942,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0026,3201941,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0027,3201944,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0028,3201949,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0029,3201964,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0030,3201963,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0031,3201959,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0032,3201962,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0033,3201974,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0034,3201975,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0035,3207474,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0036,3200023,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0037,3207472,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0038,3200035,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0039,3201969,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00202,0040,3200021,2,2,2,2,2,2,4,1,2,2,2.0,
11,01,02,03,00202,0041,3207473,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0042,3200024,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0043,3202309,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0044,3201960,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0045,3201967,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00202,0046,3202320,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00202,0047,3208958,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0048,3201972,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00202,0049,3202315,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0050,3207463,2,2,2,2,2,2,7,1,2,2,2.0,
11,01,02,03,00202,0051,3207475,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0052,3200031,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0053,3202317,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0054,3202313,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0055,3200038,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0056,3200040,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00202,0057,3202308,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0058,3202311,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0059,3200027,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0060,3202316,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0061,3202307,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0062,3202314,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0063,3202305,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0064,3200030,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0065,3207464,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0066,3200032,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0067,3200034,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0068,3200036,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0069,3202310,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0070,3200029,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0071,3202318,2,2,2,2,2,2,2,1,2,2,2.0,
11,01,02,03,00202,0072,3200033,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0073,3202312,2,1,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0074,3207469,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0075,3200039,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0076,3207470,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0077,3202301,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0078,3201966,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00202,0079,3200028,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0080,3207466,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00202,0081,3202303,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0082,3202302,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0083,3202304,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0084,3207462,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00202,0085,3200025,2,2,2,2,2,2,4,2,2,2,2.0,
11,01,02,03,00203,0001,3207611,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0002,3207612,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0003,3207601,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0004,3207608,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0005,0391541,2,2,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0006,3207615,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00203,0007,3208989,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00203,0008,0391542,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00203,0009,3208986,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00203,0010,3067531,2,2,2,2,2,2,1,2,2,2,,2.0
11,01,02,03,00203,0011,2957493,2,2,2,2,2,2,3,1,2,2,0.0,
11,01,02,03,00203,0012,3207604,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0013,3207616,2,1,1,1,2,2,4,2,2,2,,2.0
11,01,02,03,00203,0014,2642257,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00203,0015,3200121,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00203,0016,3207605,2,1,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0017,3207603,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00203,0018,3207607,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0019,3207770,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00203,0020,3207769,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00203,0021,3207771,2,2,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0022,3207780,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0023,3207619,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0024,3207778,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0025,0391543,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0026,3207777,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0027,3207776,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0028,3207775,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0029,3207774,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0030,3207772,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0031,3207620,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0032,3207491,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0033,3207602,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0034,3207773,2,2,1,2,2,2,2,2,1,1,,2.0
11,01,02,03,00203,0035,3207477,2,1,1,2,2,2,4,2,2,2,,2.0
11,01,02,03,00203,0036,3207479,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0037,3207495,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0038,3207764,2,2,2,2,2,2,2,1,2,2,0.0,
11,01,02,03,00203,0039,3207767,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0040,0391544,2,1,1,1,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0041,3207763,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0042,3207765,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0043,3207478,2,2,1,2,2,2,3,1,1,2,0.0,
11,01,02,03,00203,0044,3207476,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0045,3207761,2,2,2,2,2,2,4,2,2,2,,2.0
11,01,02,03,00203,0046,3207762,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0047,2939299,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0048,2763025,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0049,3065356,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0050,2763024,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0051,3207493,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00203,0052,2939295,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0053,3207494,1,1,1,2,2,2,4,2,2,2,,2.0
11,01,02,03,00203,0054,3207492,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00203,0055,3065355,2,2,2,2,2,2,1,2,2,2,,2.0
11,01,02,03,00203,0056,2959863,2,2,2,2,2,2,2,1,2,2,,2.0
11,01,02,03,00204,0001,2955779,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0002,2955774,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0003,2955776,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0004,3065359,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0005,3200122,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0006,2955771,2,1,1,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0007,2955778,2,1,2,2,2,2,3,2,2,2,2.0,
11,01,02,03,00204,0008,2955780,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0009,2955772,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0010,3207490,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0011,2955736,2,2,1,2,2,2,1,2,2,2,,2.0
11,01,02,03,00204,0012,2955532,2,2,2,2,2,2,1,2,2,2,,2.0
11,01,02,03,00204,0013,2955742,2,2,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0014,2955737,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0015,2955775,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0016,2955760,2,1,1,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0017,2955762,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0018,3067538,2,2,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00204,0019,2957457,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0020,2955748,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0021,2955754,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00204,0022,2955753,2,2,1,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0023,2955536,2,2,2,2,2,2,3,2,2,1,0.0,
11,01,02,03,00204,0024,3065354,2,1,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0025,2955538,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0026,2955752,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0027,2955540,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0028,0391558,2,2,2,2,2,2,3,1,2,2,0.0,
11,01,02,03,00204,0029,2955750,2,1,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0030,2955529,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0031,2955535,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00204,0032,2955768,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0033,2955767,2,2,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0034,2955770,2,1,1,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0035,2957456,2,1,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0036,2955763,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0037,2955764,2,1,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0038,0391553,2,2,1,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0039,2955534,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0040,2955531,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0041,2955749,2,2,2,2,2,2,1,2,1,1,0.0,
11,01,02,03,00204,0042,2955759,2,1,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0043,2955741,2,2,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00204,0044,3208961,2,2,1,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0045,2955777,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0046,2955539,2,1,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0047,2955761,2,2,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0048,2955756,2,1,2,2,2,2,7,2,2,2,1.0,
11,01,02,03,00204,0049,2955755,2,2,1,2,2,2,4,2,2,2,1.0,
11,01,02,03,00204,0050,3065357,2,2,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0051,2955734,2,2,2,2,2,2,7,2,2,2,1.0,
11,01,02,03,00204,0052,2955747,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0053,2955745,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00204,0054,3065358,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0055,2955739,2,2,2,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0056,2955525,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0057,2955523,2,2,2,2,2,2,2,2,1,2,,2.0
11,01,02,03,00204,0058,2955524,2,2,1,2,1,2,2,2,2,2,,2.0
11,01,02,03,00204,0059,2955740,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00204,0060,2955746,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00204,0061,2955530,2,1,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0062,2955735,2,2,2,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0063,2955533,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0064,2955522,2,1,1,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0065,2955725,2,2,1,2,2,2,1,1,2,2,,2.0
11,01,02,03,00204,0066,2955727,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0067,2955730,2,2,1,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0068,2955728,2,1,2,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0069,2955729,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0070,2955526,2,2,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0071,2955521,2,2,1,2,2,2,3,2,2,2,1.0,
11,01,02,03,00204,0072,2957449,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0073,2957443,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00204,0074,2957450,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0075,2957441,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0076,2955732,2,1,1,2,2,2,4,2,2,2,,2.0
11,01,02,03,00204,0077,2955731,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0078,2957447,2,2,2,2,1,2,2,2,2,2,,2.0
11,01,02,03,00204,0079,2957446,2,1,2,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0080,2955722,2,1,2,2,2,2,2,2,1,2,,2.0
11,01,02,03,00204,0081,2957452,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00204,0082,2957453,2,2,2,2,1,2,2,2,2,2,,2.0
11,01,02,03,00204,0083,2957454,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0084,2957451,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0085,2957442,2,1,2,2,2,2,3,2,2,2,,2.0
11,01,02,03,00204,0086,2955724,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0087,2957448,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00204,0088,2957444,2,2,1,2,2,2,1,2,2,2,,2.0
11,01,02,03,00204,0089,2955723,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0090,2957445,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0091,2957458,2,1,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00204,0092,3207489,2,2,1,2,2,2,2,1,2,2,,2.0
11,01,02,03,00205,0001,3204308,2,2,2,2,2,2,7,2,2,2,,2.0
11,01,02,03,00205,0002,2959168,2,2,2,2,2,2,1,2,2,2,,2.0
11,01,02,03,00205,0003,2959923,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0004,2959164,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0005,2959167,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0006,2959913,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0007,2959161,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0008,2959162,2,2,1,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0009,3204305,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00205,0010,2959940,2,1,2,2,2,2,1,2,2,2,,2.0
11,01,02,03,00205,0011,3204302,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0012,2959917,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0013,2959906,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0014,2959901,2,2,2,2,1,2,2,2,2,2,,2.0
11,01,02,03,00205,0015,2959166,2,2,2,2,2,2,5,2,2,2,,2.0
11,01,02,03,00205,0016,2959911,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0017,2959912,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00205,0018,2959918,2,1,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0019,2959908,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00205,0020,2959938,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0021,2959920,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0022,2959927,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0023,2959931,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0024,2959163,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0025,2959907,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0026,3067521,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0027,2959910,2,1,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0028,2959909,2,2,1,2,2,2,1,2,2,2,0.0,
11,01,02,03,00205,0029,2957459,2,1,1,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0030,2959929,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0031,2957478,2,2,2,2,2,2,2,2,1,2,0.0,
11,01,02,03,00205,0032,2959936,2,1,2,2,2,2,2,2,1,2,0.0,
11,01,02,03,00205,0033,2957477,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0034,2957479,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0035,2957476,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0036,2957475,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0037,2957474,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0038,2957471,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0039,2957461,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0040,2957462,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0041,2959900,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0042,2957463,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0043,2957466,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0044,2957465,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0045,2959935,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00205,0046,2957469,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0047,2959891,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00205,0048,2959895,2,2,2,2,2,2,7,2,2,2,1.0,
11,01,02,03,00205,0049,2959894,2,2,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00205,0050,2959896,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0051,2959898,2,1,2,2,2,2,7,2,2,2,0.0,
11,01,02,03,00205,0052,2959914,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0053,2957470,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0054,2959902,2,1,1,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0055,2959921,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0056,2959144,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0057,3207800,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0058,3207793,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00205,0059,2959145,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0060,3207799,2,1,1,2,2,2,3,2,2,2,0.0,
11,01,02,03,00205,0061,3207798,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00205,0062,2959142,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0063,3207782,2,2,1,2,2,2,7,2,2,2,0.0,
11,01,02,03,00205,0064,3207791,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0065,2959148,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0066,2959149,2,2,1,2,2,2,7,2,2,2,0.0,
11,01,02,03,00205,0067,0391560,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0068,2959141,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00205,0069,3207797,2,2,2,2,1,2,4,2,2,2,0.0,
11,01,02,03,00205,0070,2959150,2,1,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0071,3207794,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0072,2959890,2,2,2,2,2,1,2,2,2,2,,2.0
11,01,02,03,00205,0073,3207786,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0074,2959146,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0075,2959885,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0076,3207789,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0077,3207781,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0078,3207788,2,1,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0079,3207790,2,2,1,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0080,3207787,2,1,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0081,2959889,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0082,2957460,2,2,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00205,0083,0391555,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0084,2959882,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0085,3207783,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0086,3065352,2,2,1,2,2,2,2,2,2,2,0.0,
11,01,02,03,00205,0087,2959884,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0088,2763087,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00205,0089,2959887,2,1,2,2,2,2,2,2,2,2,,2.0
11,01,02,03,00206,0001,2959893,2,2,1,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0002,2763003,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0003,2959899,2,1,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00206,0004,2959892,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0005,2763044,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0006,2763056,2,1,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00206,0007,2959905,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00206,0008,2762367,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0009,2763090,2,1,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0010,2957473,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0011,2763084,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0012,2959903,2,2,2,2,2,2,2,2,2,2,0.0,
11,01,02,03,00206,0013,2763057,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0014,2763082,2,2,2,2,2,2,1,2,2,2,0.0,
11,01,02,03,00206,0015,2763008,2,1,1,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0016,2763095,2,2,2,2,2,2,3,2,2,2,0.0,
11,01,02,03,00206,0017,2763098,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0018,2763006,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0019,2763097,2,2,2,2,2,2,4,2,2,2,0.0,
11,01,02,03,00206,0020,2763016,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0021,2763007,2,1,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0022,2763088,2,2,2,2,2,2,4,2,2,2,1.0,
11,01,02,03,00206,0023,3207796,1,2,2,2,2,2,4,2,2,2,0.0,
