TIPO_REC,P001,P002,P003,P007X,P008,NPRIN,P023_01,P023_04,P023_07
02,01,03,02,00100,0053,2986874,1,25.0,010304
02,01,03,02,00100,0064,2986876,1,2.0,200302
02,01,03,02,00100,0068,2984652,1,10.0,060303
02,01,03,02,00100,0068,2984652,2,1.0,010515
02,01,03,02,00100,0073,3061668,1,50.0,010312
02,01,03,02,00100,0073,3061668,2,7.0,010301
02,01,03,02,00100,0075,3061849,3,6.0,010308
02,01,03,02,00100,0075,3061849,1,7.0,010308
02,01,03,02,00100,0075,3061849,2,5.0,010308
02,01,03,02,00100,0076,2986877,1,1.0,010306
02,01,03,02,00100,0077,3633751,1,5.0,010312
02,01,03,02,00100,0080,2986805,1,5.0,220805
02,01,03,02,00100,0082,3633716,1,1.0,010301
02,01,03,02,00100,0089,3061664,1,2.0,010301
02,01,03,02,00100,0093,2986861,1,2.0,010301
02,01,03,02,00100,0101,2984657,1,2.0,010301
02,01,03,02,00100,0112,3633713,1,1.0,010304
02,01,03,02,00100,0112,3633713,2,1.0,010304
02,01,03,02,00100,0122,3633718,1,5.0,010301
02,01,03,02,00100,0127,2984656,1,3.0,010304
02,01,03,02,00100,0130,3633715,1,10.0,010301
02,01,03,02,00100,0130,3633715,2,4.5,010308
02,01,03,02,00100,0130,3633715,3,30.0,010701
02,01,03,02,00100,0131,3633744,1,1.0,010301
02,01,03,02,00100,0136,3061638,1,7.0,010304
02,01,03,02,00100,0139,3633760,1,0.25,010301
02,01,03,02,00100,0145,3633703,4,1.5,010308
02,01,03,02,00100,0145,3633703,2,1.5,010308
02,01,03,02,00100,0145,3633703,3,2.5,010301
02,01,03,02,00100,0145,3633703,1,2.0,010308
02,01,03,02,00100,0146,2986880,1,11.0,010301
02,01,03,02,00100,0150,3633701,1,8.0,220901
02,01,03,02,00100,0151,3633746,1,5.0,010301
02,01,03,02,00100,0151,3633746,2,3.0,010301
02,01,03,03,00100,0014,2772389,1,7.0,010311
02,01,03,03,00100,0026,3341269,1,16.0,010518
02,01,03,03,00100,0031,2958222,2,1.0,010518
02,01,03,03,00100,0031,2958222,1,0.5,010501
02,01,03,03,00100,0034,2958230,1,4.0,010518
02,01,03,03,00100,0035,3341270,1,0.75,010311
02,01,03,03,00100,0038,3206520,1,2.5,010307
02,01,03,03,00100,0043,2958225,1,7.0,010516
02,01,03,03,00100,0045,2958232,1,1.0,010307
02,01,03,03,00100,0052,3341249,1,2.0,010311
02,01,03,03,00100,0054,2759561,1,1.0,010518
02,01,03,03,00100,0057,3341255,1,2.0,010518
02,01,03,03,00100,0063,3341259,1,9.0,010307
02,01,03,03,00100,0064,3341241,1,1.5,010518
02,01,03,03,00100,0067,3341243,1,7.0,010518
02,01,03,04,00100,0014,3412574,1,1.0,010312
02,01,03,04,00100,0055,3412715,1,20.0,010302
02,01,03,04,00100,0086,3061765,1,6.0,010312
02,01,03,04,00200,0007,3633917,1,10.0,010302
02,01,03,04,00200,0012,3633937,1,20.0,010308
02,01,03,04,00200,0041,3633938,1,80.0,010301
02,01,03,04,00200,0041,3633938,2,20.0,010308
02,01,03,04,00200,0048,3633950,1,4.0,010301
02,01,03,04,00200,0081,3633982,1,0.5,010312
02,01,03,04,00200,0105,3412558,4,2.0,010302
02,01,03,04,00200,0105,3412558,1,1.0,010302
02,01,03,04,00200,0105,3412558,2,10.0,010302
02,01,03,04,00200,0105,3412558,3,3.0,010302
02,01,03,04,00200,0109,3633990,1,3.5,010312
02,01,03,05,00100,0005,3202790,1,1.0,010309
02,01,03,05,00100,0006,3202784,1,3.0,010309
02,01,03,05,00100,0019,3202765,1,0.0144,010509
02,01,03,05,00100,0027,3202782,1,0.75,010509
02,01,03,05,00100,0032,3204958,1,0.25,010301
02,01,03,05,00100,0037,3202789,1,3.5,010501
02,01,03,05,00100,0040,3202793,1,2.5,010119
02,01,03,05,00100,0043,3067628,1,1.0,010102
02,01,03,05,00100,0052,3202649,1,0.25,010307
02,01,03,05,00100,0055,3202653,1,0.5,010307
02,01,03,05,00100,0081,3204815,1,2.0,010505
02,01,03,05,00100,0089,3065290,1,2.0,010301
02,01,03,05,00100,0098,3341652,1,0.5,010307
02,01,03,05,00100,0108,3204950,1,2.0,010302
02,01,03,05,00100,0113,3202629,1,4.0,010516
02,01,03,05,00100,0137,3364703,1,2.0,010301
02,01,03,05,00100,0137,3364703,2,0.25,010301
02,01,03,05,00100,0139,3364715,1,1.0,010301
02,01,03,05,00100,0140,3364788,1,5.0,010301
02,01,03,05,00100,0140,3364788,2,2.0,010301
02,01,03,05,00100,0141,3364713,1,1.0,010301
02,01,03,05,00100,0141,3364713,3,3.0,010301
02,01,03,05,00100,0141,3364713,2,5.0,010301
02,01,03,05,00100,0143,3364714,1,1.0,010301
02,01,03,05,00100,0148,3061798,1,1.0,010102
02,01,03,05,00201,0014,2242174,1,2.0,010306
02,01,03,05,00201,0015,2242175,1,1.25,010109
02,01,03,05,00201,0019,2242179,1,4.0,010502
02,01,03,05,00201,0020,2249051,1,30.0,010306
02,01,03,05,00201,0042,2249042,1,0.75,010309
02,01,03,05,00201,0045,2249045,1,15.0,010701
02,01,03,05,00201,0046,2249046,1,1.0,010307
02,01,03,05,00201,0054,2249054,1,1.5,010307
02,01,03,05,00201,0061,2249059,1,3.0,010307
02,01,03,05,00201,0093,3204830,1,1.5,010307
02,01,03,05,00202,0140,3204558,1,2.0,010307
02,01,03,05,00202,0162,3204550,1,2.5,220805
02,01,03,05,00202,0165,3204833,1,1.0,010307
02,01,03,05,00202,0172,3067640,1,0.5,010310
02,01,03,06,00101,0002,3414116,1,1.0,010312
02,01,03,06,00101,0006,3414111,1,17.0,010312
02,01,03,06,00101,0006,3414111,2,6.0,010312
02,01,03,06,00101,0016,3414101,1,3.0,010701
02,01,03,06,00101,0016,3414101,2,5.0,010312
02,01,03,06,00101,0017,3063879,1,2.5,999999
02,01,03,06,00101,0018,3063878,1,13.0,010302
02,01,03,06,00101,0019,3063877,1,3.0,010312
02,01,03,06,00101,0020,3063876,1,2.0,010312
02,01,03,06,00101,0020,3063876,2,2.0,010312
02,01,03,06,00101,0022,3633644,1,37.0,010312
02,01,03,06,00101,0028,3633645,1,3.0,010312
02,01,03,06,00101,0029,3634604,1,10.0,010312
02,01,03,06,00101,0035,3633660,1,1.5,010304
02,01,03,06,00101,0051,3634688,1,1.0,010312
02,01,03,06,00101,0063,3063931,1,6.0,010312
02,01,03,06,00101,0064,3634690,2,10.0,010312
02,01,03,06,00101,0064,3634690,1,15.0,010312
02,01,03,06,00101,0074,3063940,1,12.0,010312
02,01,03,06,00101,0079,3063984,1,10.0,010312
02,01,03,06,00101,0079,3063984,3,15.0,010312
02,01,03,06,00101,0079,3063984,2,20.0,010312
02,01,03,06,00101,0080,3063983,1,2.0,010312
02,01,03,06,00101,0084,3063921,1,8.0,010312
02,01,03,06,00101,0085,3063922,1,7.0,010312
02,01,03,06,00101,0085,3063922,2,8.0,010312
02,01,03,06,00101,0086,3063924,1,10.0,010312
02,01,03,06,00101,0087,3063923,1,1.0,010312
02,01,03,06,00101,0088,3063925,1,7.0,220805
02,01,03,06,00101,0089,3063934,1,1.0,010312
02,01,03,06,00101,0089,3063934,3,4.0,010312
02,01,03,06,00101,0089,3063934,2,2.0,010312
02,01,03,06,00101,0090,3063936,1,20.0,010312
02,01,03,06,00101,0095,3063995,1,2.0,010312
02,01,03,06,00101,0095,3063995,2,3.0,010312
02,01,03,06,00101,0097,3063875,1,20.0,010312
02,01,03,06,00101,0101,3633657,1,3.0,010312
02,01,03,06,00101,0104,3061895,1,0.25,010312
02,01,03,06,00102,0019,3633682,1,8.0,010312
02,01,03,06,00102,0045,3633728,1,10.0,010301
02,01,03,06,00102,0079,3063916,1,0.5,010310
02,01,03,06,00102,0104,3414184,1,20.0,010312
02,01,03,06,00102,0121,3414401,1,17.0,010312
02,01,03,06,00102,0123,3633773,1,2.0,010301
02,01,03,06,00102,0133,3634684,1,17.0,010310
02,01,03,06,00200,0015,3414136,1,4.0,010312
02,01,03,06,00200,0027,3414003,1,5.0,010304
02,01,03,06,00200,0073,3414147,1,2.0,010312
02,01,03,06,00200,0078,3412239,1,3.0,010312
02,01,03,06,00200,0103,3414416,1,10.0,010312
02,01,03,06,00300,0025,3634720,1,4.0,220805
02,01,03,06,00300,0031,2983751,1,7.0,220101
02,01,03,06,00300,0036,3636003,1,10.0,010312
02,01,03,06,00300,0039,3634718,1,5.0,220805
02,01,03,06,00300,0044,3634710,1,3.0,220804
02,01,03,06,00300,0047,3634798,1,0.03,010312
02,01,03,06,00300,0050,3634708,1,4.0,010312
02,01,03,06,00300,0051,3634702,1,1.0,010312
02,01,03,06,00300,0054,3633316,1,10.0,010304
02,01,03,06,00300,0057,3634717,1,0.75,010312
02,01,03,06,00300,0058,3634701,1,6.0,010305
02,01,03,06,00300,0058,3634701,2,15.0,010703
02,01,03,06,00300,0059,3634716,1,0.5,010312
02,01,03,06,00300,0079,3630175,1,0.01,010312
02,01,03,06,00300,0082,3633293,1,5.0,010312
02,01,03,06,00300,0084,3634712,1,10.0,010312
02,01,03,06,00300,0087,3634795,1,6.0,010312
02,01,03,06,00300,0093,3634797,1,0.5,010312
02,01,03,06,00300,0103,3633306,1,180.0,010312
02,01,03,06,00400,0013,3633212,1,0.5,010304
02,01,03,06,00400,0023,3633217,1,4.0,010301
02,01,03,06,00400,0028,3633220,1,23.0,010301
02,01,03,06,00400,0032,3633222,1,10.0,010301
02,01,03,06,00400,0035,3633239,1,4.0,010301
02,01,03,06,00400,0039,3633231,1,5.0,010301
02,01,03,06,00400,0043,2983742,1,4.0,010301
02,01,03,06,00400,0051,3634631,1,1.0,010301
02,01,03,06,00400,0055,3633260,1,6.0,010312
02,01,03,06,00400,0056,3633242,1,3.0,010301
02,01,03,06,00400,0061,3633253,1,30.0,010312
02,01,03,06,00400,0064,3633358,1,2.0,220901
02,01,03,06,00400,0071,3633350,1,10.0,010301
02,01,03,06,00400,0075,3634648,1,0.0064,060614
02,01,03,06,00400,0085,3634629,1,1.0,010306
02,01,03,06,00400,0088,3634634,2,7.0,010301
02,01,03,06,00400,0088,3634634,1,3.0,010312
02,01,03,06,00400,0089,3634622,1,7.5,010306
02,01,03,06,00400,0094,3634628,1,2.0,010306
02,01,03,06,00400,0095,3633342,1,15.0,010301
02,01,03,06,00400,0116,3634640,1,10.0,010301
02,01,03,06,00400,0118,3633341,1,2.0,010306
02,01,03,06,00400,0121,3634641,1,0.25,010307
02,01,03,06,00400,0129,3634753,1,2.0,010310
02,01,03,06,00400,0130,3634750,1,30.0,010301
02,01,03,06,00400,0131,3634752,1,2.0,010301
02,01,03,06,00501,0005,3631024,1,8.0,061104
02,01,03,06,00501,0007,3631028,1,0.75,010304
02,01,03,06,00501,0020,3632596,1,1.5,010312
02,01,03,06,00501,0025,3632598,2,6.0,010312
02,01,03,06,00501,0025,3632598,1,10.0,010301
02,01,03,06,00501,0026,3632549,1,4.0,140117
02,01,03,06,00501,0040,3632550,1,10.0,010301
02,01,03,06,00501,0043,3632583,1,1.0,999999
02,01,03,06,00501,0047,3632553,1,0.25,010312
02,01,03,06,00501,0074,3632580,1,4.0,220101
02,01,03,06,00501,0132,3631047,1,4.0,220508
02,01,03,06,00501,0136,2684937,1,5.0,060601
02,01,03,06,00502,0006,3630219,1,5.0,010305
02,01,03,06,00502,0008,3630217,1,999999.99,010312
02,01,03,06,00502,0013,3630213,1,3.0,060701
02,01,03,06,00502,0028,3630079,1,1.0,220804
02,01,03,06,00502,0035,3630082,1,1.5,010310
02,01,03,06,00502,0041,3630069,1,6.0,220803
02,01,03,06,00502,0051,3630090,1,3.5,010501
02,01,03,06,00502,0051,3630090,2,5.0,010305
02,01,03,06,00502,0056,3630313,1,10.0,010310
02,01,03,06,00502,0061,3630287,1,4.0,010518
02,01,03,06,00502,0086,3630300,1,8.0,010521
02,01,03,06,00502,0093,3630317,1,11.0,999999
02,01,03,06,00502,0109,3630333,1,2.0,010305
02,01,03,06,00502,0112,3630318,1,1.0,220708
02,01,03,06,00601,0006,3630350,1,14.0,010312
02,01,03,06,00601,0013,2811528,1,6.0,060404
02,01,03,06,00601,0023,3630349,1,4.0,010312
02,01,03,06,00601,0025,3630348,1,1.0,060701
02,01,03,06,00601,0028,2811441,1,50.0,010312
02,01,03,06,00601,0029,2811447,1,40.0,010310
02,01,03,06,00601,0030,2811448,1,2.0,010312
02,01,03,06,00601,0031,2811451,1,2.5,060802
02,01,03,06,00601,0036,2811443,1,40.0,010312
02,01,03,06,00601,0038,2811461,1,20.0,010312
02,01,03,06,00601,0041,2811471,1,50.0,010312
02,01,03,06,00601,0045,2811476,1,30.0,010310
02,01,03,06,00601,0051,2811493,1,30.0,010310
02,01,03,06,00601,0055,2811499,1,60.0,010310
02,01,03,06,00601,0056,2811518,1,3.0,010312
02,01,03,06,00601,0058,2811519,1,5.0,010310
02,01,03,06,00601,0060,2811494,1,31.0,010301
02,01,03,06,00601,0062,2811496,1,30.0,010312
02,01,03,06,00601,0065,2811495,1,150.0,010312
02,01,03,06,00601,0069,2811489,1,30.0,010312
02,01,03,06,00601,0070,2811490,1,100.0,010312
02,01,03,06,00601,0078,2811502,2,15.0,010304
02,01,03,06,00601,0078,2811502,1,50.0,010312
02,01,03,06,00601,0085,2811501,1,10.0,010312
02,01,03,06,00601,0087,2811505,1,40.0,010310
02,01,03,06,00601,0092,2811507,1,50.0,010312
02,01,03,06,00602,0001,2602335,1,25.0,010310
02,01,03,06,00602,0002,2602259,1,0.25,010310
02,01,03,06,00602,0006,2811511,1,1.0,010310
02,01,03,06,00602,0008,2602323,1,3.0,010310
02,01,03,06,00602,0011,2602325,1,30.0,010312
02,01,03,06,00602,0019,2602380,1,0.25,060701
02,01,03,06,00602,0020,2602379,1,25.0,010310
02,01,03,06,00602,0025,2602371,1,5.0,010312
02,01,03,06,00602,0035,2602370,1,11.0,010312
02,01,03,06,00602,0038,2602363,1,30.0,010310
02,01,03,06,00602,0039,2740803,1,60.0,010310
02,01,03,06,00602,0047,2811420,1,2.0,999999
02,01,03,06,00602,0048,2811417,1,3.0,010310
02,01,03,06,00602,0061,2740818,1,10.0,010312
02,01,03,06,00602,0062,2740813,1,1.5,060610
02,01,03,06,00602,0066,2602338,1,6.0,999999
02,01,03,06,00602,0070,2811408,1,60.0,999999
02,01,03,06,00602,0071,2602695,1,4.0,010310
02,01,03,06,00602,0072,2811411,1,5.0,999999
02,01,03,06,00602,0075,2602682,1,30.0,010310
02,01,03,06,00602,0081,2811404,1,6.0,010310
02,01,03,06,00602,0082,2602685,1,2.0,999999
02,01,03,06,00602,0085,2602683,1,3.0,010310
02,01,03,06,00602,0087,2602698,1,100.0,010312
02,01,03,06,00602,0096,3630120,1,10.0,010312
02,01,03,06,00602,0102,3630118,1,3.0,010310
02,01,03,06,00602,0121,3630105,1,1.0,010310
02,01,03,06,00602,0121,3630105,2,1.0,010310
02,01,03,06,00602,0123,3630106,1,30.0,010312
02,01,03,06,00602,0128,2602797,1,2.0,010310
02,01,03,06,00602,0133,2602791,1,10.0,010312
02,01,03,06,00602,0138,2602340,1,50.0,010312
02,01,03,07,00101,0105,3064469,1,2.0,220802
02,01,03,07,00103,0022,3417041,1,2.0,220805
02,01,03,07,00103,0026,3064589,1,1.5,010303
02,01,03,07,00103,0029,3064592,1,10.0,010702
02,01,03,07,00103,0079,3064454,1,10.0,010511
02,01,03,07,00103,0085,3631527,1,9.0,010520
02,01,03,07,00201,0008,3631378,1,0.5,010518
02,01,03,07,00201,0011,3631372,1,0.25,010309
02,01,03,07,00201,0014,3065105,1,0.25,010309
02,01,03,07,00201,0030,3065101,1,40.0,010306
02,01,03,07,00201,0031,3631366,1,7.0,010305
02,01,03,07,00201,0041,3065110,1,6.0,010518
02,01,03,07,00201,0044,3065115,1,60.0,010306
02,01,03,07,00201,0055,3631551,1,25.0,010518
02,01,03,07,00201,0057,3631395,1,4.0,010309
02,01,03,07,00201,0058,3631383,1,3.0,010518
02,01,03,07,00201,0066,3632816,1,4.0,220805
02,01,03,07,00201,0068,3369404,1,120.0,010517
02,01,03,07,00201,0083,3631556,1,4.0,010518
02,01,03,07,00201,0098,3631488,1,1.0,010310
02,01,03,07,00202,0003,3065038,1,7.0,010306
02,01,03,07,00202,0006,3064832,1,0.25,010305
02,01,03,07,00202,0012,3631239,1,6.0,010305
02,01,03,07,00202,0013,3065033,1,4.0,010705
02,01,03,07,00202,0014,3065133,1,45.0,010306
02,01,03,07,00202,0016,3065131,1,8.0,010305
02,01,03,07,00202,0017,3065130,1,2.0,010305
02,01,03,07,00202,0018,3065129,1,6.0,010305
02,01,03,07,00202,0020,3631360,2,18.0,010306
02,01,03,07,00202,0020,3631360,1,3.0,010310
02,01,03,07,00202,0021,3631344,1,10.0,010305
02,01,03,07,00202,0022,3631348,1,0.75,010310
02,01,03,07,00202,0023,3631356,1,2.0,010305
02,01,03,07,00202,0030,3065008,1,2.0,010305
02,01,03,07,00202,0033,3631351,1,1.0,010310
02,01,03,07,00202,0034,3631338,1,10.0,010308
02,01,03,07,00202,0037,3065123,1,2.0,010305
02,01,03,07,00202,0038,3065124,1,2.0,220805
02,01,03,07,00202,0041,3065147,1,4.0,010308
02,01,03,07,00202,0042,3631333,1,1.5,010306
02,01,03,07,00202,0043,3631332,1,22.0,010305
02,01,03,07,00202,0044,3065028,1,1.25,010310
02,01,03,07,00202,0045,3065034,1,1.0,010520
02,01,03,07,00202,0047,3065030,1,14.0,010705
02,01,03,07,00202,0048,3631330,1,30.0,010310
02,01,03,07,00202,0049,3065122,1,3.0,010305
02,01,03,07,00202,0051,3631329,1,2.0,220805
02,01,03,07,00202,0052,3065137,1,2.0,010308
02,01,03,07,00202,0054,3065127,1,0.5,010305
02,01,03,07,00202,0057,3065039,1,3.0,010310
02,01,03,07,00202,0058,3631234,1,2.0,220801
02,01,03,07,00202,0059,3631235,1,1.0,010306
02,01,03,07,00202,0060,3631349,1,0.25,010305
02,01,03,07,00202,0063,3631324,1,1.5,010305
02,01,03,07,00202,0064,3631323,1,1.0,010305
02,01,03,07,00202,0065,3631322,1,3.0,010305
02,01,03,07,00202,0067,3631358,1,4.5,010301
02,01,03,07,00202,0068,3065143,1,6.0,010305
02,01,03,07,00202,0074,3065134,1,2.0,220805
02,01,03,07,00202,0075,3065025,1,1.0,010306
02,01,03,07,00202,0076,3631328,1,3.0,010509
02,01,03,07,00202,0081,3631355,1,4.0,010305
02,01,03,07,00202,0083,3065146,1,24.0,010305
02,01,03,07,00202,0087,3065160,1,1.5,010705
02,01,03,07,00202,0096,3065138,1,8.0,010306
02,01,03,07,00202,0097,3065157,1,1.5,010305
02,01,03,07,00202,0098,3065156,2,30.0,010309
02,01,03,07,00202,0098,3065156,1,4.0,010310
02,01,03,07,00202,0108,3065150,1,20.0,010310
02,01,03,07,00202,0127,3631224,1,2.0,010516
02,01,03,07,00202,0130,3631238,1,3.0,220510
02,01,03,07,00202,0134,3065020,1,8.0,010516
02,01,03,07,00202,0135,3065142,1,4.0,010518
02,01,03,08,00100,0001,2958821,1,8.0,010301
02,01,03,08,00100,0001,2958821,2,8.0,010301
02,01,03,08,00100,0001,2958821,3,1.5,010301
02,01,03,08,00100,0001,2958821,4,1.0,010301
02,01,03,08,00100,0003,2958823,1,18.0,010301
02,01,03,08,00100,0004,2958824,1,2.0,010102
02,01,03,08,00100,0008,2959230,1,20.0,010302
02,01,03,08,00100,0013,2958828,1,4.0,010301
02,01,03,08,00100,0017,3341405,2,6.0,010301
02,01,03,08,00100,0017,3341405,1,1.5,010301
02,01,03,08,00100,0018,3341406,1,20.0,010302
02,01,03,08,00100,0018,3341406,2,4.0,010302
02,01,03,08,00100,0029,2959221,1,10.0,010302
02,01,03,08,00100,0029,2959221,2,30.0,010102
02,01,03,08,00100,0029,2959221,3,10.0,010301
02,01,03,08,00100,0039,2959231,1,12.0,220101
02,01,03,08,00100,0040,2959232,2,15.0,010301
02,01,03,08,00100,0040,2959232,1,15.0,010301
02,01,03,08,00100,0040,2959232,3,10.0,010301
02,01,03,08,00100,0045,2958836,1,0.5,010301
02,01,03,08,00100,0045,2958836,2,1.0,010301
02,01,03,08,00100,0047,2958837,1,3.0,010301
02,01,03,08,00100,0048,3360802,3,1.5,010301
02,01,03,08,00100,0048,3360802,4,50.0,010102
02,01,03,08,00100,0048,3360802,1,2.0,010301
02,01,03,08,00100,0048,3360802,2,12.5,010102
02,01,03,08,00100,0048,3360802,5,0.5,010301
02,01,03,08,00100,0054,3360836,2,20.0,010312
02,01,03,08,00100,0054,3360836,1,29.0,010609
02,01,03,08,00100,0055,3360833,1,20.0,010302
02,01,03,08,00100,0060,3360823,1,1.0,010307
02,01,03,08,00100,0063,3360816,1,11.0,010301
02,01,03,08,00100,0065,2958840,1,15.0,010301
02,01,03,08,00100,0066,3360828,1,20.0,010301
02,01,03,08,00100,0075,3360825,1,10.0,010301
02,01,03,08,00100,0075,3360825,2,2.0,010301
02,01,03,08,00100,0078,3360831,1,8.0,010304
02,01,03,08,00100,0078,3360831,2,8.0,010304
02,01,03,08,00100,0078,3360831,3,8.0,010304
02,01,03,08,00100,0087,3341401,1,10.0,010116
02,01,03,08,00100,0088,3341402,1,4.0,010301
02,01,03,08,00100,0088,3341402,2,3.0,010301
02,01,03,08,00100,0090,3360817,1,80.0,010304
02,01,03,08,00100,0090,3360817,2,20.0,010304
02,01,03,08,00100,0092,3341407,1,120.0,010105
02,01,03,08,00100,0093,3360832,1,5.0,010301
02,01,03,08,00100,0095,3360834,1,4.0,010301
02,01,03,08,00100,0096,3360840,1,3.0,010102
02,01,03,08,00100,0096,3360840,2,3.0,010102
02,01,03,08,00100,0096,3360840,3,2.0,010102
02,01,03,08,00100,0096,3360840,4,2.0,010102
02,01,03,08,00100,0096,3360840,5,4.0,010102
02,01,03,10,00101,0015,3066415,1,10.0,010612
02,01,03,10,00101,0019,3066419,1,20.0,010612
02,01,03,10,00101,0033,3066433,1,1.0,010704
02,01,03,10,00101,0033,3066433,2,2.0,010704
02,01,03,10,00101,0038,3066475,1,2.0,010307
02,01,03,10,00101,0041,3066479,1,4.0,010307
02,01,03,10,00101,0042,3639098,1,10.0,060401
02,01,03,10,00101,0043,3066443,1,1.0,220301
02,01,03,10,00101,0058,3066458,1,1.0,060417
02,01,03,10,00101,0063,3066463,1,3.0,220802
02,01,03,10,00101,0077,3066480,1,2.0,999999
02,01,03,10,00101,0082,3066483,1,0.0,999999
02,01,03,10,00101,0085,3066486,1,20.0,010702
02,01,03,10,00101,0092,3066494,1,1.0,010307
02,01,03,10,00101,0099,3066501,1,2.0,010702
02,01,03,10,00101,0104,3066508,1,0.5,010702
02,01,03,10,00101,0108,3066512,1,25.0,010702
02,01,03,10,00101,0110,3066515,1,6.0,010701
02,01,03,10,00101,0117,3639082,1,15.0,220401
02,01,03,10,00101,0121,3639086,1,30.0,010702
02,01,03,10,00101,0124,3639090,1,3.5,010705
02,01,03,10,00101,0125,3639091,1,3.0,010705
02,01,03,10,00101,0126,3639092,1,1.0,010702
02,01,03,10,00101,0127,3639093,1,3.0,010702
02,01,03,10,00101,0127,3639093,2,1.5,010702
02,01,03,10,00102,0010,3638827,1,12.0,010306
02,01,03,10,00102,0015,3638830,1,7.0,010306
02,01,03,10,00102,0019,3638809,2,2.0,010305
02,01,03,10,00102,0019,3638809,3,2.0,010305
02,01,03,10,00102,0019,3638809,4,2.0,010305
02,01,03,10,00102,0019,3638809,5,6.0,010306
02,01,03,10,00102,0019,3638809,6,10.0,010306
02,01,03,10,00102,0019,3638809,1,2.0,010306
02,01,03,10,00102,0022,3638875,1,0.25,010305
02,01,03,10,00102,0023,3638876,1,5.0,010705
02,01,03,10,00102,0024,3638877,1,7.0,010306
02,01,03,10,00102,0025,3638878,1,1.0,010306
02,01,03,10,00102,0037,3639207,1,2.0,010306
02,01,03,10,00102,0041,3639628,1,10.0,010305
02,01,03,10,00102,0044,3639204,1,0.5,010307
02,01,03,10,00102,0045,3639206,1,3.0,010306
02,01,03,10,00102,0057,3638840,1,4.0,010307
02,01,03,10,00102,0059,3638835,1,1.0,010306
02,01,03,10,00102,0062,3638825,1,5.0,010305
02,01,03,10,00102,0063,3638826,1,15.0,010305
02,01,03,10,00102,0066,3638823,1,2.0,010305
02,01,03,10,00102,0101,3639626,1,0.5,010501
02,01,03,10,00102,0132,3639216,1,2.0,010501
02,01,03,10,00102,0141,3639209,1,30.0,999999
02,01,03,10,00102,0145,3639213,1,2.0,010306
02,01,03,10,00102,0146,3639214,4,0.25,010516
02,01,03,10,00102,0146,3639214,1,0.5,010516
02,01,03,10,00102,0146,3639214,2,5.0,010516
02,01,03,10,00102,0146,3639214,3,0.75,010516
02,01,03,10,00103,0005,3639060,2,5.0,010523
02,01,03,10,00103,0005,3639060,1,6.0,010306
02,01,03,10,00103,0006,3061608,1,15.0,010306
02,01,03,10,00103,0011,3639652,1,0.2,010306
02,01,03,10,00103,0012,3639658,1,4.0,010309
02,01,03,10,00103,0015,3639005,1,8.0,060312
02,01,03,10,00103,0017,3639643,1,2.0,010306
02,01,03,10,00103,0022,3639668,1,2.0,010306
02,01,03,10,00103,0037,3639052,1,2.0,010306
02,01,03,10,00103,0040,3639002,1,1.5,010306
02,01,03,10,00103,0047,3639038,1,2.0,010306
02,01,03,10,00103,0053,3639037,1,2.0,010306
02,01,03,10,00103,0055,3639679,1,6.0,010306
02,01,03,10,00103,0056,3639674,1,2.0,010306
02,01,03,10,00103,0057,3639026,1,20.0,010306
02,01,03,10,00103,0086,3639642,1,3.0,010307
02,01,03,10,00103,0108,3639672,1,2.0,010306
02,01,03,10,00103,0112,3639067,1,7.25,010307
02,01,03,10,00103,0113,3639048,1,1.5,010306
02,01,03,10,00103,0121,3639656,1,6.0,010307
02,01,03,11,00101,0002,2957696,1,1.0,010518
02,01,03,11,00101,0030,3206924,1,4.0,220802
02,01,03,11,00101,0060,3206901,1,0.5,010501
02,01,03,11,00101,0085,3205096,1,15.0,010303
02,01,03,11,00101,0125,3203406,1,0.2,220104
02,01,03,11,00101,0128,3203403,1,2.0,010509
02,01,03,11,00101,0132,3341216,1,1.0,220806
02,01,03,11,00102,0001,2957720,1,10.0,010509
02,01,03,11,00102,0073,3360912,1,2.0,010609
02,01,03,11,00102,0083,3360939,1,6.0,010520
02,01,03,11,00102,0094,3360925,1,2.0,010509
02,01,03,12,00100,0020,3635770,1,2.0,220801
02,01,03,12,00100,0021,3638616,1,30.0,010518
02,01,03,12,00100,0025,3635757,1,2.0,200304
02,01,03,12,00100,0027,3366204,1,1.0,220805
02,01,03,12,00100,0041,3366231,1,3.0,060417
02,01,03,12,00100,0063,1190348,1,7.0,010514
02,01,03,12,00100,0076,3366240,1,3.0,010112
02,01,03,12,00200,0113,3366630,1,5.0,220903
02,01,03,12,00300,0177,1820210,1,8.0,220805
02,01,03,12,00300,0178,1820208,1,1.0,010306
02,01,03,12,00400,0086,1747269,2,15.0,010504
02,01,03,12,00400,0086,1747269,1,12.0,010509
02,01,03,12,00500,0070,3366622,1,1.5,999999
02,01,03,12,00500,0080,3366201,2,0.5,010101
02,01,03,12,00500,0080,3366201,1,8.0,010604
02,01,03,12,00601,0002,3366219,1,16.0,220801
02,01,03,12,00601,0020,1747307,1,0.5,220804
02,01,03,12,00601,0087,3066525,1,6.0,010103
02,01,03,12,00601,0097,1745251,1,3.0,220802
02,01,03,12,00601,0098,1745248,1,5.5,220805
02,01,03,12,00601,0104,1745242,1,6.0,999999
02,01,03,12,00601,0123,1746870,1,1.5,010304
02,01,03,12,00601,0127,1746880,1,3.0,010306
02,01,03,12,00601,0133,1746879,1,2.0,220101
02,01,03,12,00601,0135,1746865,1,5.0,999999
